request_id,seq_prompt,seq_generate,total_latency_s,tokens_per_s,peak_alloc_bytes,peak_reserved_bytes,peak_alloc_gb,peak_reserved_gb,backend,model,timestamp,error
0,257,64,30.663867712020874,2.0871470161903507,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157784.5099733,
0,257,64,29.50596833229065,2.169052690602934,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157815.1889637,
1,257,64,29.33846640586853,2.1814364498342753,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157844.7112215,
0,257,64,29.300822734832764,2.184239008548962,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157874.0619638,
1,257,64,29.218106985092163,2.190422536020368,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157903.37945,
2,257,64,29.159931182861328,2.194792559648283,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157932.6142857,
3,257,64,29.4118230342865,2.1759956846399056,0,0,0.0,0.0,huggingface,facebook/opt-2.7b,1757157961.774362,
